feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
gst	ResistanceType	No	-0.057125625163782	0.0336657363260534	0.164963277878223	0.353979655413207	CPLM	1.99	6	6	0
psiF	ResistanceType	No	-0.12625051232393	0.0747039433363211	0.166290683855994	0.353979655413207	CPLM	1.99	6	6	0
rluC	ResistanceType	No	0.0985194657866451	0.0584118609955955	0.166950488740052	0.353979655413207	CPLM	1.01	6	6	0
sthA	ResistanceType	No	-0.0688008505173896	0.0407325115381175	0.166470571727408	0.353979655413207	CPLM	1.99	6	6	0
yceI	ResistanceType	No	0.112396379885836	0.0666332043912273	0.166919602388204	0.353979655413207	CPLM	1.01	6	6	0
ydcK	ResistanceType	No	-0.1756725450203	0.104096903511296	0.166764183024343	0.353979655413207	CPLM	1.99	6	6	0
yqaE	ResistanceType	No	-0.0785926278497942	0.0467186725907122	0.167810735801975	0.355012934407735	CPLM	1.99	6	6	0
brnQ	ResistanceType	No	-0.113253936584459	0.0674738081522987	0.168553767028279	0.355026887716214	CPLM	1.99	6	6	0
yliC	ResistanceType	No	0.140732489681431	0.0838472085475059	0.168563186184589	0.355026887716214	CPLM	1.01	6	6	0
dapD	ResistanceType	No	0.078808453950561	0.0471053825399772	0.169637867609107	0.3558876039778	CPLM	1.01	6	6	0
phnO	ResistanceType	No	-0.100896840705147	0.0603228314690834	0.169719508619665	0.3558876039778	CPLM	1.99	6	6	0
phoH	ResistanceType	No	-0.135360075254478	0.0814842160733148	0.172013175211308	0.359802385674931	CPLM	1.99	6	6	0
yhiP	ResistanceType	No	-0.167510394022131	0.100936995118248	0.172342319188832	0.359802385674931	CPLM	1.99	6	6	0
yhiI	ResistanceType	No	0.109304018955732	0.0659866976084793	0.172970793215829	0.360324278208905	CPLM	1.01	6	6	0
yjbQ	ResistanceType	No	-0.10039576781358	0.0607994074606444	0.174029445438645	0.361088474536148	CPLM	1.99	6	6	0
yrbL	ResistanceType	No	-0.0656602904421257	0.0397715593067829	0.174096228794214	0.361088474536148	CPLM	1.99	6	6	0
secE	ResistanceType	No	0.0656015235701202	0.0398105919240089	0.174730606535894	0.361616385700373	CPLM	1.01	6	6	0
yibF	ResistanceType	No	-0.100797620187882	0.0614200616800319	0.17611682668665	0.363694618233602	CPLM	1.99	6	6	0
coaD	ResistanceType	No	0.0763106110070759	0.0466624891336956	0.177310649487259	0.363912206864763	CPLM	1.01	6	6	0
deoB	ResistanceType	No	-0.0815729187835523	0.0498888213006662	0.177368974774422	0.363912206864763	CPLM	1.99	6	6	0
ilvH	ResistanceType	No	0.0778170077337009	0.0475250952762192	0.176891193513724	0.363912206864763	CPLM	1.01	6	6	0
fadD	ResistanceType	No	0.096461983190218	0.059264398895921	0.178927936715342	0.36475245343256	CPLM	1.01	6	6	0
ybdB	ResistanceType	No	-0.146505960143403	0.089913808909861	0.178560007595769	0.36475245343256	CPLM	1.99	6	6	0
yhiO	ResistanceType	No	-0.131143829693456	0.0805497958885637	0.178832394858738	0.36475245343256	CPLM	1.99	6	6	0
arcA	ResistanceType	No	-0.0534456005676716	0.0330315381828573	0.180968756355191	0.365624545877819	CPLM	1.99	6	6	0
fepB	ResistanceType	No	-0.121615277411995	0.0755185359953747	0.1825982397224	0.365624545877819	CPLM	1.99	6	6	0
ggt	ResistanceType	No	-0.099610737621148	0.0618805666859325	0.182743923856199	0.365624545877819	CPLM	1.99	6	6	0
hisJ	ResistanceType	No	0.0769133351699155	0.0477736734351919	0.182695169349019	0.365624545877819	CPLM	1.01	6	6	0
ilvG_1	ResistanceType	No	0.0571101995081297	0.0355001438086113	0.182957980834595	0.365624545877819	CPLM	1.01	6	6	0
lysC	ResistanceType	No	0.1448127988866	0.0900047622067831	0.182911782421641	0.365624545877819	CPLM	1.01	6	6	0
pheA	ResistanceType	No	0.0628063306760236	0.0390499643325756	0.183038420181389	0.365624545877819	CPLM	1.01	6	6	0
rcsA	ResistanceType	No	0.0889353141573996	0.0553209018452801	0.18319633233584	0.365624545877819	CPLM	1.01	6	6	0
slt	ResistanceType	No	-0.0681319616760497	0.0421569327158593	0.181366787657481	0.365624545877819	CPLM	1.99	6	6	0
yjgH	ResistanceType	No	-0.107348855683795	0.0665583090622567	0.182071997983044	0.365624545877819	CPLM	1.99	6	6	0
yjcB	ResistanceType	No	-0.145255609616121	0.091084576606926	0.185999636575241	0.370442790836044	CPLM	1.99	6	6	0
yjgR	ResistanceType	No	-0.0740185631958246	0.0465568073893318	0.187071947478756	0.371800613778237	CPLM	1.99	6	6	0
cpdB	ResistanceType	No	0.092957977683536	0.0592480292319147	0.191736641402906	0.379019947739493	CPLM	1.01	6	6	0
intB	ResistanceType	No	-0.496110222266869	0.317056848651096	0.192695015447389	0.379019947739493	CPLM	1.99	6	6	0
rfaJ	ResistanceType	No	0.0930148689005719	0.0593157707506154	0.191925034867176	0.379019947739493	CPLM	1.01	6	6	0
ydhL	ResistanceType	No	-0.122407112626452	0.078125247940829	0.192225067827276	0.379019947739493	CPLM	1.99	6	6	0
yfbG	ResistanceType	No	-0.0722865550701775	0.0461616441995525	0.192420592675969	0.379019947739493	CPLM	1.99	6	6	0
tbpA	ResistanceType	No	0.148246644857264	0.0950443276976732	0.193828670868704	0.380463700344342	CPLM	1.01	6	6	0
nanK	ResistanceType	No	-0.100748869330216	0.0650624660018923	0.196423111184423	0.383972899070987	CPLM	1.99	6	6	0
yfhB	ResistanceType	No	-0.0794084803496344	0.0512246257324047	0.196027869137647	0.383972899070987	CPLM	1.99	6	6	0
gadA	ResistanceType	No	-0.406648470398161	0.263177538470698	0.197200227191149	0.384702082553225	CPLM	1.99	6	6	0
cbpM	ResistanceType	No	-0.108158874660341	0.0704928248737781	0.199736108634494	0.384916549433275	CPLM	1.99	6	6	0
coaA	ResistanceType	No	0.0969455599382961	0.0629888669346196	0.198615499746581	0.384916549433275	CPLM	1.01	6	6	0
deoA	ResistanceType	No	-0.0633741527005993	0.0412703950412775	0.199439381477124	0.384916549433275	CPLM	1.99	6	6	0
msyB	ResistanceType	No	-0.107212609575263	0.0697635900865258	0.199153502120167	0.384916549433275	CPLM	1.99	6	6	0
otsB	ResistanceType	No	-0.0966240421312985	0.0628683228117949	0.199123318191195	0.384916549433275	CPLM	1.99	6	6	0
yajO	ResistanceType	No	-0.0878061705725091	0.0572266063492043	0.199727944833291	0.384916549433275	CPLM	1.99	6	6	0
inaA	ResistanceType	No	-0.197057846007482	0.128690591267716	0.200461787885311	0.385534590033971	CPLM	1.99	6	6	0
bcr	ResistanceType	No	0.0710790895931598	0.0466227553392721	0.202052845322919	0.387140492569019	CPLM	1.01	6	6	0
sdaA	ResistanceType	No	-0.0940183049568231	0.0616789339360743	0.202110110091179	0.387140492569019	CPLM	1.99	6	6	0
gadB	ResistanceType	No	-0.393534232533477	0.259883947911921	0.204523103944901	0.387924356297473	CPLM	1.99	6	6	0
hisF	ResistanceType	No	0.056320784454117	0.037115713420454	0.203759073830154	0.387924356297473	CPLM	1.01	6	6	0
malQ	ResistanceType	No	0.0758613156215601	0.0500002660026803	0.203811907162503	0.387924356297473	CPLM	1.99	6	6	0
yaeP	ResistanceType	No	-0.0702330483193928	0.0464367588221678	0.204964234472299	0.387924356297473	CPLM	1.99	6	6	0
ybfA	ResistanceType	No	-0.0574014484686001	0.0379458234991516	0.204897418434142	0.387924356297473	CPLM	1.99	6	6	0
yjbG	ResistanceType	No	0.233832318755329	0.154287425813049	0.204210756895757	0.387924356297473	CPLM	1.01	6	6	0
fepC	ResistanceType	No	-0.125643361386731	0.0838307812313425	0.20830162308365	0.388322509043259	CPLM	1.99	6	6	0
mdtF	ResistanceType	No	-0.311897903632705	0.207042162621208	0.206421866992586	0.388322509043259	CPLM	1.99	6	6	0
otsA	ResistanceType	No	-0.105104077240576	0.0702301723945472	0.208845719149316	0.388322509043259	CPLM	1.99	6	6	0
rfaZ	ResistanceType	No	0.08113018771529	0.0540393267197249	0.207676463305363	0.388322509043259	CPLM	1.01	6	6	0
yadE	ResistanceType	No	-0.0783658372481501	0.052238443607966	0.207961558541259	0.388322509043259	CPLM	1.99	6	6	0
ybeL	ResistanceType	No	-0.0989770706339808	0.0657826758132189	0.206870922874307	0.388322509043259	CPLM	1.99	6	6	0
yfbE	ResistanceType	No	-0.122364652613287	0.0817022435283014	0.208568434225095	0.388322509043259	CPLM	1.99	6	6	0
yjeF	ResistanceType	No	-0.0877941878678398	0.0585247140255018	0.207970116822264	0.388322509043259	CPLM	1.99	6	6	0
yqhD	ResistanceType	No	0.085085032569825	0.0564522466187172	0.206237262444721	0.388322509043259	CPLM	1.01	6	6	0
proM	ResistanceType	No	0.069123960011345	0.0463005124542987	0.209742042379088	0.389228897358464	CPLM	1.01	6	6	0
gadE	ResistanceType	No	-0.453552837261628	0.304457288239527	0.210544725586188	0.389958324432006	CPLM	1.99	6	6	0
yccU	ResistanceType	No	-0.0413001616137696	0.0279116615955418	0.213056642537991	0.39342469054985	CPLM	1.99	6	6	0
yjbE	ResistanceType	No	0.1507122635424	0.101905931241147	0.213242794457692	0.39342469054985	CPLM	1.01	6	6	0
malP	ResistanceType	No	0.084204711933325	0.0570615732744127	0.21406441863933	0.393594442570778	CPLM	1.01	6	6	0
yebW	ResistanceType	No	-0.0830699631803116	0.0563072718649335	0.214161681987041	0.393594442570778	CPLM	1.99	6	6	0
yedS_2	ResistanceType	No	-0.0693835780521785	0.0470883196610075	0.21462283527681	0.393681963744745	CPLM	1.99	6	6	0
yccV	ResistanceType	No	-0.0364088295275891	0.0247807507897239	0.215700968964465	0.394898697027251	CPLM	1.99	6	6	0
ryhB	ResistanceType	No	-0.0677983456699375	0.0463114098689052	0.217049425710896	0.395207791944813	CPLM	1.99	6	6	0
slp	ResistanceType	No	-0.290860219017423	0.198714372976785	0.217115205028506	0.395207791944813	CPLM	1.99	6	6	0
yedR	ResistanceType	No	-0.106966001885977	0.0729956017039214	0.21668804281524	0.395207791944813	CPLM	1.99	6	6	0
katE	ResistanceType	No	-0.0903110052621661	0.0620716983309755	0.219376203229393	0.397972432149557	CPLM	1.99	6	6	0
mltD	ResistanceType	No	0.0652886995397095	0.0448847715013055	0.219470091258947	0.397972432149557	CPLM	1.01	6	6	0
csiE	ResistanceType	No	-0.103165574640294	0.071190569422059	0.220885621778672	0.399741105710997	CPLM	1.99	6	6	0
metH	ResistanceType	No	0.104506240521739	0.072191877044008	0.221285254947159	0.399741105710997	CPLM	1.01	6	6	0
cbpA	ResistanceType	No	-0.0982059004506233	0.0680128906731593	0.22225196821668	0.399969515580869	CPLM	1.99	6	6	0
cpxP	ResistanceType	No	-0.0891103454948002	0.0616456225829217	0.221833190793146	0.399969515580869	CPLM	1.99	6	6	0
hslU	ResistanceType	No	-0.0375780604064466	0.0260806247352168	0.223065055417466	0.400675344825334	CPLM	1.99	6	6	0
dcuA	ResistanceType	No	0.0808143687919741	0.056176511535473	0.223662601069551	0.40099208327347	CPLM	1.01	6	6	0
puuA	ResistanceType	No	-0.112860536553638	0.0789756213155688	0.226195372461409	0.404011246872911	CPLM	1.99	6	6	0
ydeJ	ResistanceType	No	-0.0968625376930947	0.0677746802931633	0.22616078386619	0.404011246872911	CPLM	1.99	6	6	0
hisI	ResistanceType	No	0.0608947354691728	0.0427798025636793	0.227700541414422	0.404602827965821	CPLM	1.01	6	6	0
yebF	ResistanceType	No	-0.0745118935329876	0.0524040444030802	0.228124404086529	0.404602827965821	CPLM	1.99	6	6	0
yehX	ResistanceType	No	-0.0752847167925028	0.0529492135878013	0.228136314229282	0.404602827965821	CPLM	1.99	6	6	0
yphA	ResistanceType	No	-0.103329092469306	0.0726904798053711	0.228226595186603	0.404602827965821	CPLM	1.99	6	6	0
dnaB	ResistanceType	No	0.0662178866897483	0.046833188288133	0.230282429495153	0.407488611299973	CPLM	1.01	6	6	0
ydhQ	ResistanceType	No	-0.0662506767722919	0.0471391600357614	0.232603289929677	0.410831784810858	CPLM	1.99	6	6	0
metI	ResistanceType	No	0.0674698217586098	0.0480951692544705	0.23331598403404	0.411327438519271	CPLM	1.01	6	6	0
yciX	ResistanceType	No	0.0963337497218687	0.0691090883102392	0.235784439840632	0.414910881198302	CPLM	1.01	6	6	0
fes	ResistanceType	No	-0.194676801891437	0.140474252477285	0.238048275366086	0.416908214593667	CPLM	1.99	6	6	0
lysQ	ResistanceType	No	0.151956154521212	0.109700047160469	0.238233265482095	0.416908214593667	CPLM	1.01	6	6	0
ybaJ	ResistanceType	No	-0.0572049640133232	0.0412358975590095	0.237652610540667	0.416908214593667	CPLM	1.99	6	6	0
sucA	ResistanceType	No	0.0794212117944614	0.0575134963843757	0.23944223263179	0.418255055899933	CPLM	1.01	6	6	0
bolA	ResistanceType	No	-0.08659260793144	0.0630967114251298	0.241869905026615	0.418293319832765	CPLM	1.99	6	6	0
lysT	ResistanceType	No	0.155392581405587	0.113131138493113	0.241532137413759	0.418293319832765	CPLM	1.01	6	6	0
lysY	ResistanceType	No	0.152364985835808	0.111212178346151	0.242539824104712	0.418293319832765	CPLM	1.01	6	6	0
yaaX	ResistanceType	No	0.081463895202439	0.0593397235343661	0.241738437251243	0.418293319832765	CPLM	1.01	6	6	0
yciX_1	ResistanceType	No	0.093380492610487	0.068138167236793	0.24241967941842	0.418293319832765	CPLM	1.01	6	6	0
yjbF	ResistanceType	No	0.207064448312665	0.151134176639882	0.242530757565556	0.418293319832765	CPLM	1.01	6	6	0
ymgE	ResistanceType	No	-0.12564107271165	0.0916799544790754	0.242427333171819	0.418293319832765	CPLM	1.99	6	6	0
yhjD	ResistanceType	No	-0.10768155314689	0.0787105042442274	0.243104484571936	0.418508986098522	CPLM	1.99	6	6	0
lysW	ResistanceType	No	0.152417565206455	0.111819089283043	0.244544557365203	0.420228192439843	CPLM	1.01	6	6	0
ryjA	ResistanceType	No	-0.102558994118449	0.0754543039534782	0.24566041082229	0.421385065050127	CPLM	1.99	6	6	0
cysN	ResistanceType	No	0.0582301613168543	0.043053418295427	0.247615775428758	0.423975212604636	CPLM	1.01	6	6	0
lysV	ResistanceType	No	0.148324391728958	0.110302398037493	0.24990867919264	0.425242592129929	CPLM	1.01	6	6	0
rof	ResistanceType	No	-0.0606651894147115	0.0450815410827075	0.249622489363653	0.425242592129929	CPLM	1.99	6	6	0
trpT	ResistanceType	No	0.0519543472229827	0.0386075772034982	0.249614687285195	0.425242592129929	CPLM	1.01	6	6	0
ybiO	ResistanceType	No	-0.0822131798549544	0.0611744151010815	0.2501427012529	0.425242592129929	CPLM	1.99	6	6	0
dinG	ResistanceType	No	0.107089793374804	0.0798130549727993	0.250780682185457	0.425260387096938	CPLM	1.01	6	6	0
lysZ	ResistanceType	No	0.150677238473554	0.11237352627398	0.251046573055125	0.425260387096938	CPLM	1.01	6	6	0
ygiV	ResistanceType	No	-0.0548415748271412	0.0409542209385226	0.251570758549863	0.425391406997282	CPLM	1.99	6	6	0
ydgD	ResistanceType	No	-0.0687448761293924	0.051621155663293	0.253771472791826	0.428351847691167	CPLM	1.99	6	6	0
rfaS	ResistanceType	No	0.0935095770320075	0.0703001857406541	0.254242984912634	0.42838817988819	CPLM	1.01	6	6	0
rmf	ResistanceType	No	-0.0753664389377345	0.056922906129323	0.256092107430903	0.429981810007442	CPLM	1.99	6	6	0
ydgR	ResistanceType	No	-0.145917001085163	0.110178902632959	0.255984718695086	0.429981810007442	CPLM	1.99	6	6	0
yceJ	ResistanceType	No	0.119606394158311	0.0905142628985638	0.256879216728442	0.430544039305417	CPLM	1.01	6	6	0
nadA	ResistanceType	No	0.074226475344052	0.0565164189933897	0.25933096941719	0.432369672303266	CPLM	1.99	6	6	0
ybaT	ResistanceType	No	-0.253654698586083	0.19292288471977	0.258891502373649	0.432369672303266	CPLM	1.99	6	6	0
ymdC	ResistanceType	No	-0.0541916989648292	0.0412046164460007	0.258773362604515	0.432369672303266	CPLM	1.99	6	6	0
ydhS	ResistanceType	No	-0.0980134250998135	0.0748454681458626	0.260501826686428	0.433562480778811	CPLM	1.99	6	6	0
yedJ	ResistanceType	No	-0.0485745374549552	0.0371372553876668	0.260985050580641	0.433608670423683	CPLM	1.99	6	6	0
rtT	ResistanceType	No	0.0829977407459874	0.0637975109419265	0.263154735985516	0.436451757244271	CPLM	1.99	6	6	0
gadC	ResistanceType	No	-0.340187926121057	0.262817440162566	0.265200981915087	0.439080582231588	CPLM	1.99	6	6	0
metF	ResistanceType	No	0.0537991403908891	0.0419496235210248	0.268954047369934	0.443179531559494	CPLM	1.01	6	6	0
yfeK	ResistanceType	No	-0.129887502175154	0.101308865950491	0.269073287018264	0.443179531559494	CPLM	1.99	6	6	0
yjfO	ResistanceType	No	-0.0952138811169518	0.0741663756650361	0.268536656054282	0.443179531559494	CPLM	1.99	6	6	0
htrG	ResistanceType	No	-0.0631764810864198	0.0493370143884492	0.269576554762747	0.443241589178126	CPLM	1.99	6	6	0
mdtE	ResistanceType	No	-0.344090185827171	0.26930575936266	0.270472554672646	0.443948055255791	CPLM	1.99	6	6	0
hslV	ResistanceType	No	-0.0301721208695696	0.0237999471851452	0.273663536633309	0.447642073668231	CPLM	1.99	6	6	0
nusG	ResistanceType	No	0.0529555636775709	0.0417703571039172	0.2736507750758	0.447642073668231	CPLM	1.99	6	6	0
icdC	ResistanceType	No	0.0660845584145077	0.0526107226645257	0.277438919597023	0.451490344369856	CPLM	1.01	6	6	0
ybaS	ResistanceType	No	-0.227524457193632	0.18074243775258	0.276549196084016	0.451490344369856	CPLM	1.99	6	6	0
ybhP	ResistanceType	No	-0.0998676983784314	0.0794622451561606	0.277213648198799	0.451490344369856	CPLM	1.99	6	6	0
blc	ResistanceType	No	-0.104995526422914	0.0836876938310331	0.277927007374376	0.451512817440965	CPLM	1.99	6	6	0
ygdI	ResistanceType	No	-0.127908356344146	0.102076182488786	0.278432513470151	0.451563463072544	CPLM	1.99	6	6	0
icd	ResistanceType	No	0.0577775014944086	0.0462526781503141	0.279712430467813	0.452523354058002	CPLM	1.01	6	6	0
idi	ResistanceType	No	-0.143454907347302	0.115046299220189	0.280450397998131	0.452523354058002	CPLM	1.99	6	6	0
rssB	ResistanceType	No	-0.0664244408452834	0.0532462800953997	0.280264814835538	0.452523354058002	CPLM	1.99	6	6	0
pphA	ResistanceType	No	-0.128018836192133	0.103203821881459	0.282598440537125	0.454448843566458	CPLM	1.99	6	6	0
ygfJ	ResistanceType	No	-0.0948241193006105	0.0763965814180303	0.282345152315164	0.454448843566458	CPLM	1.99	6	6	0
btuE	ResistanceType	No	-0.0596363974343096	0.0489748521789706	0.290258741652525	0.465980307003717	CPLM	1.99	6	6	0
appB	ResistanceType	No	-0.080918733308662	0.0669712274043014	0.293491985081816	0.466818591913172	CPLM	1.99	6	6	0
entF	ResistanceType	No	-0.14285295519857	0.118291327573974	0.2937071986917	0.466818591913172	CPLM	1.99	6	6	0
murB	ResistanceType	No	0.0487994382619774	0.0403648580792356	0.293251812401462	0.466818591913172	CPLM	1.01	6	6	0
mutS	ResistanceType	No	0.076596795989695	0.0631505503548157	0.291889672097466	0.466818591913172	CPLM	1.01	6	6	0
tdh	ResistanceType	No	-0.0690429474170773	0.0570272512778478	0.292652494158902	0.466818591913172	CPLM	1.99	6	6	0
yciX_2	ResistanceType	No	0.0778083171654328	0.064432684338225	0.29372304260083	0.466818591913172	CPLM	1.01	6	6	0
chaB	ResistanceType	No	-0.0882478928411136	0.0743499868584404	0.300930385592776	0.468880077061085	CPLM	1.99	6	6	0
cueR	ResistanceType	No	-0.0603425679301113	0.0505218272890156	0.298309441646201	0.468880077061085	CPLM	1.99	6	6	0
edd	ResistanceType	No	0.0841050921425515	0.0706276263539722	0.299558039488721	0.468880077061085	CPLM	1.01	6	6	0
fepA	ResistanceType	No	-0.15650996058473	0.131654524317805	0.300272341364205	0.468880077061085	CPLM	1.99	6	6	0
hdeD	ResistanceType	No	-0.304474767248764	0.256348826762896	0.300644550244026	0.468880077061085	CPLM	1.99	6	6	0
metN	ResistanceType	No	0.0607039162265599	0.0506230725621229	0.296652179249291	0.468880077061085	CPLM	1.01	6	6	0
talB	ResistanceType	No	0.0647296626165733	0.0540591918990709	0.297261978879603	0.468880077061085	CPLM	1.01	6	6	0
yahK	ResistanceType	No	-0.0773014646226185	0.0646630176524428	0.297937111010568	0.468880077061085	CPLM	1.99	6	6	0
yfiL	ResistanceType	No	-0.0979893194347838	0.0816090057195389	0.296102190255173	0.468880077061085	CPLM	1.99	6	6	0
yghA	ResistanceType	No	-0.124133901311851	0.104242653020658	0.299560669951489	0.468880077061085	CPLM	1.99	6	6	0
yhiD	ResistanceType	No	-0.340389321223419	0.284693170020365	0.297872544569238	0.468880077061085	CPLM	1.99	6	6	0
ynfD	ResistanceType	No	-0.0615949979115856	0.0516574837904397	0.299014471428694	0.468880077061085	CPLM	1.99	6	6	0
pyrC	ResistanceType	No	0.0778011689663988	0.0656917233030204	0.301844586850465	0.469536023989613	CPLM	1.01	6	6	0
rseB	ResistanceType	No	-0.0482284585895363	0.0408517653424654	0.303179288595692	0.470776213689563	CPLM	1.99	6	6	0
yaeH	ResistanceType	No	-0.0393949830571953	0.0334053459405368	0.303630877316588	0.470776213689563	CPLM	1.99	6	6	0
yebA	ResistanceType	No	0.0499446411019967	0.0425345872137989	0.305446209779348	0.472053233295355	CPLM	1.01	6	6	0
yhhT	ResistanceType	No	-0.0869824125162932	0.074007494342736	0.305050652447556	0.472053233295355	CPLM	1.99	6	6	0
osmE	ResistanceType	No	-0.0653569336882805	0.0557903538661145	0.306427273910786	0.472801887784551	CPLM	1.99	6	6	0
lipA	ResistanceType	No	-0.0660972253080438	0.0564905473273144	0.30693551344559	0.472819755340131	CPLM	1.99	6	6	0
cysT	ResistanceType	No	0.0553227046362096	0.0475916273148764	0.309681945119386	0.476279825127068	CPLM	1.01	6	6	0
yijD	ResistanceType	No	-0.0590085415600496	0.0511103901547747	0.312561863607093	0.47993370024831	CPLM	1.99	6	6	0
birA	ResistanceType	No	0.0473045155675082	0.0414386588377738	0.317336984859364	0.485699050781534	CPLM	1.01	6	6	0
pepT	ResistanceType	No	-0.0503707659823818	0.0441043469322188	0.317141936873485	0.485699050781534	CPLM	1.99	6	6	0
yehZ	ResistanceType	No	-0.0841261822559487	0.0737960493390189	0.3179203878606	0.485810929764512	CPLM	1.99	6	6	0
yciW	ResistanceType	No	0.0534386336460585	0.0469643205412532	0.318710543161303	0.486237879951219	CPLM	1.01	6	6	0
purH	ResistanceType	No	0.0817422989113531	0.0720221607339658	0.319789541423653	0.487103429496508	CPLM	1.01	6	6	0
dkgB	ResistanceType	No	0.0867376927869102	0.0765160014321403	0.32030175601456	0.487104267932685	CPLM	1.01	6	6	0
csgD	ResistanceType	No	-0.0548315781997331	0.0488954021654932	0.324885231732678	0.493286667638771	CPLM	1.99	6	6	0
dapB	ResistanceType	No	0.0662889341819106	0.0592465964628554	0.325848626882125	0.493355132913545	CPLM	1.01	6	6	0
msrA	ResistanceType	No	-0.0391347340943142	0.0349869066640946	0.325966784246449	0.493355132913545	CPLM	1.99	6	6	0
fepG	ResistanceType	No	-0.116860811113679	0.105327561246618	0.32942256044473	0.497401021916728	CPLM	1.99	6	6	0
ybjP	ResistanceType	No	-0.0376706616651302	0.0340155385627604	0.330207401104382	0.497401021916728	CPLM	1.99	6	6	0
ydcL	ResistanceType	No	-0.0663804631452011	0.0599330130377178	0.330160096469431	0.497401021916728	CPLM	1.99	6	6	0
cmr	ResistanceType	No	0.0770163381214958	0.0699397508274646	0.332626386289106	0.498677668893274	CPLM	1.01	6	6	0
dsrB	ResistanceType	No	-0.0591145688135056	0.0536087414914891	0.332037752119019	0.498677668893274	CPLM	1.99	6	6	0
yggN	ResistanceType	No	-0.0512509565355608	0.0464918396554576	0.332168850274639	0.498677668893274	CPLM	1.99	6	6	0
acs	ResistanceType	No	0.0850391636653397	0.0778956992864954	0.33631071013982	0.50340181245235	CPLM	1.01	6	6	0
cspA	ResistanceType	No	0.0758465002631151	0.0696976693724637	0.337674632076627	0.50340181245235	CPLM	1.01	6	6	0
pstS	ResistanceType	No	0.0561746124738425	0.0515400480509799	0.337008439125222	0.50340181245235	CPLM	1.99	6	6	0
ybhO	ResistanceType	No	-0.0773931157369024	0.0711552312155855	0.337892603106147	0.50340181245235	CPLM	1.99	6	6	0
yfiR	ResistanceType	No	0.0621291138641277	0.0573997601272483	0.339967419838595	0.505701537009909	CPLM	1.01	6	6	0
fabR	ResistanceType	No	-0.0548386635196605	0.0508061762619586	0.341162272758059	0.505897949635004	CPLM	1.99	6	6	0
purD	ResistanceType	No	0.0851405340561273	0.0788361963402651	0.340925815300646	0.505897949635004	CPLM	1.01	6	6	0
yehW	ResistanceType	No	-0.0610811290975691	0.05685355886155	0.343151091474398	0.508055737299575	CPLM	1.99	6	6	0
rfaY	ResistanceType	No	0.0606432184522757	0.0565816751167979	0.344177907119163	0.508784732263111	CPLM	1.01	6	6	0
aceA	ResistanceType	No	0.0735925978190827	0.0691378182740993	0.347121176714445	0.512340093383181	CPLM	1.01	6	6	0
yeaS	ResistanceType	No	-0.0610733602572323	0.0576715149177808	0.349317226314526	0.514783280884564	CPLM	1.99	6	6	0
yceF	ResistanceType	No	-0.0391533873332284	0.0371620135958345	0.351506795196507	0.517209380258229	CPLM	1.99	6	6	0
yceK	ResistanceType	No	-0.0647229336163801	0.0621231604236044	0.356308027084435	0.523464879296886	CPLM	1.99	6	6	0
yiaD	ResistanceType	No	0.0593653459371041	0.0571143119476462	0.357311697952796	0.524130564639541	CPLM	1.01	6	6	0
cfa	ResistanceType	No	-0.0654991634961474	0.0634962554871443	0.360571120783277	0.52754244574122	CPLM	1.99	6	6	0
degP	ResistanceType	No	-0.0697664940762101	0.0677972075205425	0.36161087232195	0.52754244574122	CPLM	1.99	6	6	0
hdeA	ResistanceType	No	-0.219842566119035	0.214034563967657	0.362408360834829	0.52754244574122	CPLM	1.99	6	6	0
purT	ResistanceType	No	0.0451748720208501	0.0438147372871926	0.360779466977566	0.52754244574122	CPLM	1.01	6	6	0
yqfA	ResistanceType	No	-0.0622001950227974	0.0605030832601625	0.362026643754152	0.52754244574122	CPLM	1.99	6	6	0
fabB	ResistanceType	No	0.0506040230863024	0.0495863858897879	0.365180295313504	0.53076586433352	CPLM	1.01	6	6	0
yedI	ResistanceType	No	-0.0318617353173076	0.031277405192207	0.365954970348444	0.531080993554449	CPLM	1.99	6	6	0
radA	ResistanceType	No	0.0664039384619803	0.0654045707157505	0.367390985949807	0.532353453004895	CPLM	1.01	6	6	0
pldA	ResistanceType	No	0.0590493989171299	0.0583782828485514	0.368993775752277	0.533863335130953	CPLM	1.01	6	6	0
dppA	ResistanceType	No	-0.0374351736340567	0.0377770507024232	0.377803900330832	0.545780444787484	CPLM	1.99	6	6	0
yhbW	ResistanceType	No	-0.120034142156186	0.121578255356598	0.379388323252771	0.547238914752481	CPLM	1.99	6	6	0
kbl	ResistanceType	No	-0.0573164019983053	0.0581847141517705	0.380355844375386	0.547804483881041	CPLM	1.99	6	6	0
yjbN	ResistanceType	No	0.0632883027421809	0.0645810313804668	0.382581070290717	0.550177007427134	CPLM	1.01	6	6	0
leuZ	ResistanceType	No	0.0459576124642706	0.0471933185304529	0.385290050575981	0.551420737097293	CPLM	1.99	6	6	0
pdxY	ResistanceType	No	0.0801271495214717	0.0828183738970032	0.38807972043612	0.551420737097293	CPLM	1.01	6	6	0
tam	ResistanceType	No	-0.07929986444164	0.0816376978009286	0.386372101972481	0.551420737097293	CPLM	1.99	6	6	0
yfgO	ResistanceType	No	0.0675308471556464	0.0695372317928813	0.386467824730761	0.551420737097293	CPLM	1.99	6	6	0
